//single phase coef Number:=42,    upsample factor:=160,     downsample factor:=147
-2564, 1885,-1385,  996, -686,  440,
 -248,  103,    0,  -69,  109, -130,
  142, -159,  207,  157,    1,   -1,
   -4,   35,  242,   47, -103,  150,
 -204,  265, -328,  385, -428,  446,
 -427,  357, -215,  -26,  419,-1070,
 2269,-5195,26608,12959,-5661, 3619,
-2568, 1881,-1377,  986, -675,  429,
 -238,   95,    7,  -74,  114, -133,
  144, -159,  206,  158,    2,   -1,
   -4,   34,  241,   50, -105,  152,
 -205,  265, -327,  382, -422,  436,
 -413,  338, -191,  -57,  457,-1118,
 2330,-5277,26449,13206,-5717, 3637,
-2571, 1877,-1368,  975, -664,  419,
 -229,   87,   14,  -80,  118, -136,
  146, -160,  204,  160,    2,   -1,
   -4,   33,  240,   53, -108,  154,
 -206,  265, -325,  378, -415,  427,
 -400,  320, -168,  -87,  495,-1165,
 2390,-5356,26288,13453,-5771, 3655,
-2573, 1871,-1359,  964, -653,  408,
 -219,   78,   21,  -85,  122, -139,
  147, -160,  202,  161,    2,   -1,
   -4,   32,  239,   56, -110,  155,
 -207,  265, -323,  374, -409,  417,
 -386,  302, -144, -117,  532,-1212,
 2449,-5433,26124,13701,-5824, 3671,
-2575, 1866,-1350,  953, -641,  397,
 -209,   69,   28,  -91,  126, -141,
  149, -161,  200,  163,    2,   -1,
   -4,   32,  238,   59, -112,  156,
 -207,  264, -321,  370, -402,  407,
 -372,  283, -120, -147,  569,-1258,
 2507,-5507,25957,13948,-5875, 3686,
-2575, 1859,-1340,  941, -629,  385,
 -199,   61,   35,  -96,  130, -144,
  150, -161,  198,  165,    3,   -1,
   -4,   31,  237,   61, -114,  158,
 -208,  264, -319,  366, -396,  397,
 -358,  265,  -97, -176,  606,-1303,
 2564,-5578,25788,14194,-5925, 3700,
-2575, 1852,-1329,  929, -617,  374,
 -188,   52,   42, -102,  133, -147,
  152, -161,  196,  166,    3,   -1,
   -4,   30,  236,   64, -116,  159,
 -208,  263, -317,  362, -389,  387,
 -344,  246,  -73, -206,  642,-1348,
 2619,-5647,25617,14441,-5973, 3712,
-2574, 1844,-1318,  917, -605,  362,
 -178,   43,   49, -107,  137, -149,
  153, -162,  194,  168,    3,   -1,
   -4,   29,  235,   67, -118,  160,
 -209,  263, -315,  358, -382,  377,
 -330,  228,  -49, -235,  679,-1392,
 2674,-5713,25442,14687,-6019, 3724,
-2572, 1836,-1306,  904, -592,  350,
 -168,   34,   56, -112,  141, -152,
  155, -162,  192,  169,    4,   -1,
   -3,   28,  234,   70, -119,  161,
 -209,  262, -313,  353, -375,  367,
 -316,  209,  -26, -265,  714,-1435,
 2727,-5777,25266,14933,-6063, 3734,
-2569, 1826,-1294,  891, -579,  338,
 -157,   26,   63, -118,  145, -154,
  156, -162,  190,  171,    4,   -1,
   -3,   28,  233,   73, -121,  163,
 -210,  261, -310,  349, -368,  356,
 -302,  191,   -2, -294,  750,-1478,
 2779,-5838,25087,15179,-6106, 3743,
-2565, 1817,-1282,  878, -566,  326,
 -146,   17,   70, -123,  149, -157,
  157, -162,  188,  172,    4,   -1,
   -3,   27,  232,   76, -123,  164,
 -210,  260, -308,  344, -360,  346,
 -288,  172,   21, -323,  785,-1520,
 2829,-5897,24906,15424,-6147, 3750,
-2560, 1806,-1269,  864, -553,  314,
 -136,    8,   78, -128,  153, -159,
  159, -162,  186,  174,    5,   -1,
   -3,   26,  231,   79, -125,  165,
 -210,  259, -305,  339, -353,  335,
 -274,  154,   45, -351,  819,-1561,
 2878,-5953,24722,15669,-6186, 3757,
-2555, 1795,-1255,  850, -539,  302,
 -125,   -1,   85, -134,  156, -161,
  160, -162,  184,  175,    5,   -2,
   -3,   26,  230,   82, -127,  166,
 -210,  258, -302,  335, -346,  325,
 -259,  135,   68, -380,  854,-1602,
 2926,-6006,24536,15913,-6223, 3762,
-2548, 1783,-1241,  835, -525,  289,
 -114,  -10,   92, -139,  160, -164,
  161, -162,  182,  177,    5,   -2,
   -3,   25,  229,   85, -128,  167,
 -210,  257, -300,  330, -338,  314,
 -245,  117,   91, -408,  887,-1642,
 2973,-6057,24348,16156,-6259, 3766,
-2541, 1771,-1227,  821, -511,  277,
 -103,  -19,   99, -144,  164, -166,
  162, -162,  180,  178,    6,   -2,
   -3,   24,  227,   87, -130,  167,
 -210,  256, -297,  325, -330,  303,
 -230,   98,  114, -436,  921,-1681,
 3019,-6105,24157,16399,-6292, 3768,
-2532, 1758,-1212,  806, -497,  264,
  -92,  -28,  106, -149,  167, -168,
  163, -162,  177,  180,    6,   -2,
   -3,   23,  226,   90, -132,  168,
 -210,  254, -294,  320, -323,  292,
 -216,   79,  137, -464,  954,-1720,
 3063,-6151,23964,16642,-6324, 3770,
-2523, 1744,-1197,  790, -483,  251,
  -81,  -37,  113, -154,  171, -170,
  164, -162,  175,  181,    6,   -2,
   -3,   23,  225,   93, -133,  169,
 -210,  253, -291,  315, -315,  281,
 -201,   61,  160, -491,  986,-1757,
 3106,-6194,23769,16883,-6354, 3770,
-2513, 1730,-1181,  775, -468,  238,
  -70,  -46,  120, -160,  174, -173,
  165, -162,  173,  183,    7,   -2,
   -3,   22,  224,   96, -135,  170,
 -209,  251, -288,  309, -307,  270,
 -187,   42,  183, -519, 1018,-1794,
 3147,-6235,23572,17124,-6382, 3768,
-2502, 1715,-1165,  759, -453,  225,
  -59,  -55,  127, -165,  178, -175,
  166, -162,  171,  184,    7,   -2,
   -3,   21,  223,   99, -136,  170,
 -209,  250, -284,  304, -299,  259,
 -172,   24,  205, -546, 1050,-1830,
 3187,-6273,23373,17364,-6407, 3766,
-2490, 1699,-1148,  742, -438,  212,
  -48,  -64,  134, -170,  181, -177,
  167, -161,  168,  186,    8,   -2,
   -3,   21,  221,  101, -138,  171,
 -209,  248, -281,  298, -291,  248,
 -158,    6,  228, -572, 1081,-1866,
 3226,-6309,23172,17603,-6431, 3762,
-2477, 1683,-1131,  726, -423,  198,
  -37,  -73,  140, -175,  184, -179,
  168, -161,  166,  187,    8,   -2,
   -3,   20,  220,  104, -139,  171,
 -208,  246, -278,  293, -283,  237,
 -143,  -13,  250, -599, 1111,-1900,
 3264,-6342,22969,17842,-6453, 3757,
-2463, 1666,-1113,  709, -407,  185,
  -26,  -82,  147, -180,  188, -180,
  168, -161,  164,  189,    8,   -2,
   -3,   20,  219,  107, -141,  172,
 -208,  245, -274,  287, -275,  226,
 -129,  -31,  272, -625, 1142,-1934,
 3300,-6372,22764,18079,-6472, 3750,
-2448, 1648,-1095,  691, -392,  171,
  -14,  -91,  154, -185,  191, -182,
  169, -160,  161,  190,    9,   -2,
   -3,   19,  218,  110, -142,  172,
 -207,  243, -271,  282, -266,  214,
 -114,  -49,  294, -651, 1171,-1967,
 3335,-6401,22557,18315,-6490, 3742,
-2432, 1630,-1077,  674, -376,  158,
   -3, -100,  161, -189,  194, -184,
  170, -160,  159,  192,    9,   -2,
   -3,   18,  216,  113, -143,  173,
 -207,  241, -267,  276, -258,  203,
  -99,  -67,  316, -676, 1200,-1999,
 3369,-6427,22348,18550,-6505, 3733,
-2416, 1611,-1058,  656, -360,  144,
    8, -109,  168, -194,  197, -186,
  170, -159,  156,  193,   10,   -2,
   -3,   18,  215,  115, -145,  173,
 -206,  239, -263,  270, -250,  192,
  -85,  -85,  338, -702, 1229,-2031,
 3401,-6450,22137,18785,-6519, 3722,
-2398, 1592,-1038,  638, -344,  130,
   20, -118,  175, -199,  200, -188,
  171, -159,  154,  194,   10,   -2,
   -3,   17,  214,  118, -146,  173,
 -205,  237, -259,  264, -241,  180,
  -70, -104,  359, -727, 1257,-2061,
 3432,-6471,21924,19018,-6530, 3710,
-2380, 1572,-1019,  620, -328,  116,
   31, -127,  181, -204,  203, -189,
  172, -158,  152,  196,   11,   -2,
   -3,   17,  212,  121, -147,  173,
 -204,  235, -255,  258, -233,  169,
  -56, -121,  381, -751, 1285,-2091,
 3461,-6489,21710,19250,-6539, 3697,
-2361, 1551, -998,  601, -311,  102,
   43, -136,  188, -208,  206, -191,
  172, -157,  149,  197,   11,   -2,
   -3,   16,  211,  123, -148,  174,
 -203,  232, -252,  252, -224,  158,
  -41, -139,  402, -776, 1312,-2120,
 3489,-6505,21494,19480,-6546, 3682,
-2341, 1530, -978,  582, -295,   88,
   54, -145,  195, -213,  209, -192,
  172, -157,  147,  199,   11,   -2,
   -3,   16,  210,  126, -149,  174,
 -202,  230, -248,  246, -215,  146,
  -27, -157,  423, -799, 1338,-2148,
 3516,-6519,21276,19710,-6550, 3666,
-2320, 1508, -957,  563, -278,   74,
   66, -154,  201, -218,  212, -194,
  173, -156,  144,  200,   12,   -2,
   -2,   15,  208,  129, -150,  174,
 -201,  228, -243,  240, -207,  135,
  -12, -175,  444, -823, 1364,-2175,
 3542,-6531,21057,19938,-6553, 3649,
-2298, 1485, -936,  544, -261,   60,
   77, -163,  208, -222,  215, -195,
  173, -155,  142,  202,   12,   -2,
   -2,   14,  207,  131, -151,  174,
 -200,  225, -239,  233, -198,  123,
    2, -192,  464, -846, 1389,-2201,
 3566,-6540,20836,20165,-6553, 3630,
-2275, 1462, -914,  524, -244,   45,
   89, -172,  214, -226,  217, -197,
  173, -154,  139,  203,   13,   -2,
   -2,   14,  206,  134, -152,  174,
 -199,  223, -235,  227, -189,  112,
   17, -210,  484, -869, 1414,-2227,
 3589,-6546,20614,20390,-6551, 3610,
-2251, 1438, -892,  504, -227,   31,
  100, -180,  221, -231,  220, -198,
  173, -153,  136,  204,   13,   -2,
   -2,   13,  204,  136, -153,  173,
 -198,  220, -231,  221, -180,  100,
   31, -227,  504, -892, 1438,-2251,
 3610,-6551,20390,20614,-6546, 3589,
-2227, 1414, -869,  484, -210,   17,
  112, -189,  227, -235,  223, -199,
  174, -152,  134,  206,   14,   -2,
   -2,   13,  203,  139, -154,  173,
 -197,  217, -226,  214, -172,   89,
   45, -244,  524, -914, 1462,-2275,
 3630,-6553,20165,20836,-6540, 3566,
-2201, 1389, -846,  464, -192,    2,
  123, -198,  233, -239,  225, -200,
  174, -151,  131,  207,   14,   -2,
   -2,   12,  202,  142, -155,  173,
 -195,  215, -222,  208, -163,   77,
   60, -261,  544, -936, 1485,-2298,
 3649,-6553,19938,21057,-6531, 3542,
-2175, 1364, -823,  444, -175,  -12,
  135, -207,  240, -243,  228, -201,
  174, -150,  129,  208,   15,   -2,
   -2,   12,  200,  144, -156,  173,
 -194,  212, -218,  201, -154,   66,
   74, -278,  563, -957, 1508,-2320,
 3666,-6550,19710,21276,-6519, 3516,
-2148, 1338, -799,  423, -157,  -27,
  146, -215,  246, -248,  230, -202,
  174, -149,  126,  210,   16,   -3,
   -2,   11,  199,  147, -157,  172,
 -192,  209, -213,  195, -145,   54,
   88, -295,  582, -978, 1530,-2341,
 3682,-6546,19480,21494,-6505, 3489,
-2120, 1312, -776,  402, -139,  -41,
  158, -224,  252, -252,  232, -203,
  174, -148,  123,  211,   16,   -3,
   -2,   11,  197,  149, -157,  172,
 -191,  206, -208,  188, -136,   43,
  102, -311,  601, -998, 1551,-2361,
 3697,-6539,19250,21710,-6489, 3461,
-2091, 1285, -751,  381, -121,  -56,
  169, -233,  258, -255,  235, -204,
  173, -147,  121,  212,   17,   -3,
   -2,   11,  196,  152, -158,  172,
 -189,  203, -204,  181, -127,   31,
  116, -328,  620,-1019, 1572,-2380,
 3710,-6530,19018,21924,-6471, 3432,
-2061, 1257, -727,  359, -104,  -70,
  180, -241,  264, -259,  237, -205,
  173, -146,  118,  214,   17,   -3,
   -2,   10,  194,  154, -159,  171,
 -188,  200, -199,  175, -118,   20,
  130, -344,  638,-1038, 1592,-2398,
 3722,-6519,18785,22137,-6450, 3401,
-2031, 1229, -702,  338,  -85,  -85,
  192, -250,  270, -263,  239, -206,
  173, -145,  115,  215,   18,   -3,
   -2,   10,  193,  156, -159,  170,
 -186,  197, -194,  168, -109,    8,
  144, -360,  656,-1058, 1611,-2416,
 3733,-6505,18550,22348,-6427, 3369,
-1999, 1200, -676,  316,  -67,  -99,
  203, -258,  276, -267,  241, -207,
  173, -143,  113,  216,   18,   -3,
   -2,    9,  192,  159, -160,  170,
 -184,  194, -189,  161, -100,   -3,
  158, -376,  674,-1077, 1630,-2432,
 3742,-6490,18315,22557,-6401, 3335,
-1967, 1171, -651,  294,  -49, -114,
  214, -266,  282, -271,  243, -207,
  172, -142,  110,  218,   19,   -3,
   -2,    9,  190,  161, -160,  169,
 -182,  191, -185,  154,  -91,  -14,
  171, -392,  691,-1095, 1648,-2448,
 3750,-6472,18079,22764,-6372, 3300,
-1934, 1142, -625,  272,  -31, -129,
  226, -275,  287, -274,  245, -208,
  172, -141,  107,  219,   20,   -3,
   -2,    8,  189,  164, -161,  168,
 -180,  188, -180,  147,  -82,  -26,
  185, -407,  709,-1113, 1666,-2463,
 3757,-6453,17842,22969,-6342, 3264,
-1900, 1111, -599,  250,  -13, -143,
  237, -283,  293, -278,  246, -208,
  171, -139,  104,  220,   20,   -3,
   -2,    8,  187,  166, -161,  168,
 -179,  184, -175,  140,  -73,  -37,
  198, -423,  726,-1131, 1683,-2477,
 3762,-6431,17603,23172,-6309, 3226,
-1866, 1081, -572,  228,    6, -158,
  248, -291,  298, -281,  248, -209,
  171, -138,  101,  221,   21,   -3,
   -2,    8,  186,  168, -161,  167,
 -177,  181, -170,  134,  -64,  -48,
  212, -438,  742,-1148, 1699,-2490,
